Initial_Aerobic_Biomass,Vmax_Multiplier,Min_O2,Max_Anoxic_Frac,Peak_Realized_Growth_day,Avg_Realized_Growth_day,Peak_Total_Biomass,Lowest_Monod_Factor,Lowest_O2_Monod_Factor,Lowest_DOC_Monod_Factor,Max_O2_Limitation_Frac
6.428571428571429,72.28571428571429,48.787994384765625,0.0,2595.947509765625,2545.4326171875,19.695371627807617,0.001002247678115964,0.9959173798561096,0.001002247678115964,0.0
6.428571428571429,143.57142857142858,46.40296173095703,0.0,7141.94140625,6980.2421875,27.344663619995117,0.0010022399947047234,0.9957084059715271,0.0010022399947047234,0.0
6.428571428571429,214.8571428571429,42.310150146484375,0.0,14876.10546875,14542.7451171875,38.22331619262695,0.0010022323112934828,0.9952952265739441,0.0010022323112934828,0.0
6.428571428571429,286.14285714285717,35.23759841918945,0.0,27876.474609375,27148.6171875,54.224884033203125,0.0010022246278822422,0.9943562746047974,0.0010022246278822422,0.0
6.428571428571429,357.42857142857144,23.426576614379883,0.0,49075.9296875,47524.96484375,77.70453643798828,0.0010022168280556798,0.991534948348999,0.0010022168280556798,0.0
6.428571428571429,428.7142857142858,4.979706764221191,0.0,81069.234375,78296.640625,111.2588882446289,0.0010022090282291174,0.9613878130912781,0.0010022090282291174,0.0
6.428571428571429,500.0,0.0,43.367347717285156,128097.953125,87875.46875,156.2023468017578,0.0,0.0,0.0010022011119872332,43.367347717285156
9.142857142857142,1.0,50.000003814697266,0.0,31.48810386657715,31.064722061157227,17.249879837036133,0.001002304838038981,0.9960159063339233,0.001002304838038981,0.0
9.142857142857142,72.28571428571429,48.3814697265625,0.0,3144.5234375,3083.23583984375,23.86570930480957,0.001002294709905982,0.9958831667900085,0.001002294709905982,0.0
9.142857142857142,143.57142857142858,45.165306091308594,0.0,8835.73828125,8623.4658203125,33.86555099487305,0.0010022844653576612,0.9955913424491882,0.0010022844653576612,0.0
9.142857142857142,214.8571428571429,39.505287170410156,0.0,18785.296875,18305.89453125,48.39284133911133,0.0010022742208093405,0.9949628710746765,0.0010022742208093405,0.0
9.142857142857142,286.14285714285717,29.788291931152344,0.0,35607.62109375,34578.2578125,69.693603515625,0.0010022639762610197,0.993330717086792,0.0010022639762610197,0.0
9.142857142857142,357.42857142857144,13.912393569946289,0.0,62580.60546875,60540.19140625,100.62389373779297,0.001002253731712699,0.9858281016349792,0.001002253731712699,0.0
9.142857142857142,428.7142857142858,0.0,30.35714340209961,102065.9296875,83063.0078125,142.68898010253906,0.0,0.0,0.0010022433707490563,29.336734771728516
9.142857142857142,500.0,0.0,58.16326904296875,164614.25,85663.1171875,200.66448974609375,0.0,0.0,0.001002232893370092,57.6530647277832
11.857142857142858,1.0,50.000003814697266,0.0,36.43984603881836,35.949249267578125,19.96258544921875,0.0010023715440183878,0.9960159063339233,0.0010023715440183878,0.0
11.857142857142858,72.28571428571429,47.983314514160156,0.0,3687.676513671875,3615.498779296875,27.99807357788086,0.0010023588547483087,0.9958491921424866,0.0010023588547483087,0.0
11.857142857142858,143.57142857142858,43.946075439453125,0.0,10505.52734375,10244.5,40.31005096435547,0.0010023460490629077,0.9954695701599121,0.0010023460490629077,0.0
11.857142857142858,214.8571428571429,36.763832092285156,0.0,22591.853515625,21970.37890625,58.36240768432617,0.0010023332433775067,0.9945892691612244,0.0010023332433775067,0.0
11.857142857142858,286.14285714285717,24.539440155029297,0.0,42997.3828125,41688.15234375,84.73180389404297,0.0010023205541074276,0.9919157028198242,0.0010023205541074276,0.0
11.857142857142858,357.42857142857144,5.120684623718262,0.0,74734.015625,72378.3046875,122.34798431396484,0.0010023076320067048,0.9624108672142029,0.0010023076320067048,0.0
11.857142857142858,428.7142857142858,0.0,43.8775520324707,122487.9765625,81721.34375,172.837646484375,0.0,0.0,0.001002294709905982,43.367347717285156
11.857142857142858,500.0,0.0,67.34693908691406,196790.984375,84232.734375,242.45823669433594,0.0,0.0,0.0010022817878052592,66.83673095703125
14.571428571428573,1.0,50.000003814697266,0.0,41.39448547363281,40.83716583251953,22.67682647705078,0.0010024552466347814,0.9960159063339233,0.0010024552466347814,0.0
14.571428571428573,72.28571428571429,47.5892448425293,0.0,4223.4951171875,4139.94091796875,32.077606201171875,0.001002439996227622,0.9958149194717407,0.001002439996227622,0.0
14.571428571428573,143.57142857142858,42.751773834228516,0.0,12140.9365234375,11835.640625,46.63764190673828,0.0010024247458204627,0.9953436255455017,0.0010024247458204627,0.0
14.571428571428573,214.8571428571429,34.089439392089844,0.0,26288.359375,25533.880859375,68.1075439453125,0.0010024093789979815,0.9941672682762146,0.0010024093789979815,0.0
14.571428571428573,286.14285714285717,19.509429931640625,0.0,50006.9765625,48451.44921875,99.26183319091797,0.0010023941285908222,0.9898525476455688,0.0010023941285908222,0.0
14.571428571428573,357.42857142857144,0.0071420855820178986,18.62244987487793,85295.5703125,78288.9453125,142.18386840820312,0.0010023786453530192,0.03447916358709335,0.0010023786453530192,18.62244987487793
14.571428571428573,428.7142857142858,0.0,53.31632614135742,142549.09375,80749.2578125,200.68960571289062,0.0,0.0,0.0010023631621152163,53.31632614135742
14.571428571428573,500.0,0.0,71.17346954345703,228579.59375,83193.734375,280.5794677734375,0.0,0.0,0.0010023476788774133,71.17346954345703
17.285714285714285,1.0,50.000003814697266,0.0,46.220298767089844,45.55189514160156,25.385713577270508,0.0010025560623034835,0.9960159063339233,0.0010025560623034835,0.0
17.285714285714285,72.28571428571429,47.202152252197266,0.0,4755.97021484375,4661.8837890625,36.134403228759766,0.001002538250759244,0.9957807660102844,0.001002538250759244,0.0
17.285714285714285,143.57142857142858,41.57886505126953,0.0,13750.296875,13399.896484375,52.879798889160156,0.0010025203227996826,0.9952128529548645,0.0010025203227996826,0.0
17.285714285714285,214.8571428571429,31.474929809570312,0.0,29886.45703125,29007.89453125,77.65894317626953,0.001002502511255443,0.9936858415603638,0.001002502511255443,0.0
17.285714285714285,286.14285714285717,14.689411163330078,0.0,56663.4296875,54886.33984375,113.35464477539062,0.0010024846997112036,0.9865676760673523,0.0010024846997112036,0.0
17.285714285714285,357.42857142857144,0.0,30.35714340209961,96864.5625,77580.28125,161.49317932128906,0.0,0.0,0.0010024667717516422,30.35714340209961
17.285714285714285,428.7142857142858,0.0,59.18367385864258,161739.25,79992.3515625,228.02914428710938,0.0,0.0,0.001002448727376759,58.67346954345703
17.285714285714285,500.0,0.0,75.51020050048828,258623.71875,82388.0078125,318.19281005859375,0.0,0.0,0.0010024306830018759,74.48979949951172
20.0,1.0,50.000003814697266,0.0,51.03028106689453,50.341087341308594,28.09999656677246,0.0010026738746091723,0.9960159063339233,0.0010026738746091723,0.0
20.0,72.28571428571429,46.81516647338867,0.0,5283.9072265625,5179.7744140625,40.15950393676758,0.0010026536183431745,0.9957460165023804,0.0010026536183431745,0.0
20.0,143.57142857142858,40.426753997802734,0.0,15333.5068359375,14940.373046875,59.035037994384766,0.0010026332456618547,0.9950771331787109,0.0010026332456618547,0.0
20.0,214.8571428571429,28.921924591064453,0.0,33385.65234375,32389.494140625,87.0155029296875,0.0010026127565652132,0.9931322932243347,0.0010026127565652132,0.0
20.0,286.14285714285717,10.074925422668457,0.0,62950.49609375,61000.7109375,126.98776245117188,0.0010025923838838935,0.9805351495742798,0.0010025923838838935,0.0
20.0,357.42857142857144,0.0,38.01020431518555,108085.921875,77000.8671875,180.3148956298828,0.0,0.0,0.001002571894787252,37.5
20.0,428.7142857142858,0.0,64.03060913085938,177783.171875,79372.6640625,254.2505645751953,0.0,0.0,0.0010025512892752886,61.98979568481445
20.0,500.0,0.0,78.82653045654297,287226.125,81738.40625,354.03729248046875,0.0,0.0,0.001002530800178647,78.31632232666016
